Customer_ID,Age,Gender,City,Annual_Income,Total_Spending,Average_Order_Value,Purchase_Frequency,Preferred_Category,Discount_Usage,Days_Since_Last_Purchase,Customer_Lifetime_Months,Spending_To_Income_Ratio,Monthly_Spend_Velocity,Discount_Sensitivity,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Sum,RFM_Segment,Predicted_CLV_3Yr,CLV_Tier,Cluster,Customer_Persona
LUM-1124,42,Male,London,60000.0,2476.41,225.13,11,Makeup,0.49,8,59,0.0413,41.97,High,4,1,2,412,7,Potential Loyalists,805.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1125,60,Male,Tokyo,144200.0,5012.03,151.88,33,Makeup,0.09,37,3,0.0348,1670.68,Low,2,5,5,255,12,Loyal Customers,32057.01,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1126,25,Male,Dubai,117400.0,4572.01,127.0,36,Fragrance,0.18,19,10,0.0389,457.2,Low,3,5,5,355,13,Loyal Customers,8772.75,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1127,29,Female,Tokyo,86100.0,3210.31,145.92,22,Bath & Body,0.08,5,5,0.0373,642.06,Low,5,3,3,533,11,Loyal Customers,12319.85,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1128,37,Female,Tokyo,145500.0,5668.87,218.03,26,Bath & Body,0.2,57,16,0.039,354.3,Moderate,1,4,5,145,10,Loyal Customers,6798.31,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1129,30,Female,London,87600.0,3897.69,105.34,37,Skincare,0.46,24,19,0.0445,205.14,High,3,5,4,354,12,Loyal Customers,3936.23,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1130,18,Female,Los Angeles,123400.0,4154.75,159.8,26,Haircare,0.26,132,36,0.0337,115.41,Moderate,1,4,4,144,9,Loyal Customers,2214.49,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1131,36,Female,New York,86300.0,3398.42,161.83,21,Skincare,0.04,11,49,0.0394,69.36,Low,4,3,3,433,10,Loyal Customers,1330.88,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1132,24,Female,Dubai,98800.0,4093.7,87.1,47,Makeup,0.2,22,8,0.0414,511.71,Moderate,3,5,4,354,12,Loyal Customers,9818.69,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1133,41,Non-Binary,London,82100.0,2718.5,113.27,24,Makeup,0.21,20,7,0.0331,388.36,Moderate,3,4,2,342,9,Potential Loyalists,7451.85,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1134,25,Female,Tokyo,88300.0,3991.38,221.74,18,Bath & Body,0.18,4,48,0.0452,83.15,Low,5,2,4,524,11,Potential Loyalists,1595.48,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1135,53,Male,London,91000.0,3798.97,223.47,17,Haircare,0.45,19,53,0.0417,71.68,High,3,2,4,324,9,Potential Loyalists,1375.4,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1136,27,Female,Los Angeles,61600.0,2980.96,129.61,23,Fragrance,0.53,11,43,0.0484,69.32,High,4,3,2,432,9,Potential Loyalists,1330.11,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1137,32,Male,New York,71000.0,2815.82,234.65,12,Haircare,0.55,6,42,0.0397,67.04,High,5,1,2,512,8,Potential Loyalists,1286.36,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1138,44,Male,Milan,77400.0,3076.0,205.07,15,Makeup,0.28,11,31,0.0397,99.23,Moderate,4,2,2,422,8,Potential Loyalists,1904.03,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1139,22,Female,Dubai,93000.0,3706.72,148.27,25,Fragrance,0.67,9,37,0.0399,100.18,High,4,4,3,443,11,Loyal Customers,1922.25,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1140,38,Female,New York,83900.0,4077.96,203.9,20,Haircare,0.37,46,20,0.0486,203.9,High,2,3,4,234,9,Loyal Customers,3912.43,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1141,50,Male,Paris,126100.0,5308.93,241.32,22,Haircare,0.06,1,42,0.0421,126.4,Low,5,3,5,535,13,Loyal Customers,2425.36,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1142,18,Female,Dubai,114600.0,4550.7,156.92,29,Fragrance,0.27,33,50,0.0397,91.01,Moderate,2,4,4,244,10,Loyal Customers,1746.3,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1143,38,Female,New York,78100.0,3309.82,122.59,27,Makeup,0.32,50,32,0.0424,103.43,Moderate,2,4,3,243,9,Loyal Customers,1984.61,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1144,38,Female,Tokyo,133400.0,5359.47,243.61,22,Haircare,0.01,22,17,0.0402,315.26,Low,3,3,5,335,11,Loyal Customers,6049.21,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1145,44,Female,Dubai,150600.0,6488.47,180.24,36,Fragrance,0.16,93,55,0.0431,117.97,Low,1,5,5,155,11,Loyal Customers,2263.61,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1146,22,Female,Dubai,22000.0,1384.82,98.92,14,Makeup,0.13,43,17,0.0629,81.46,Low,2,1,1,211,4,Lost Customers,1563.05,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1147,21,Female,London,117600.0,4629.79,178.07,26,Fragrance,0.06,48,18,0.0394,257.21,Low,2,4,5,245,11,Loyal Customers,4935.35,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1148,41,Female,Tokyo,60700.0,2522.92,168.19,15,Fragrance,0.31,7,59,0.0416,42.76,Moderate,5,2,2,522,9,Potential Loyalists,820.48,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1149,39,Female,Paris,113000.0,4525.47,226.27,20,Haircare,0.07,52,35,0.04,129.3,Low,2,3,4,234,9,Loyal Customers,2481.01,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1150,38,Non-Binary,Milan,128300.0,4814.39,171.94,28,Makeup,0.42,62,12,0.0375,401.2,High,1,4,5,145,10,Loyal Customers,7698.23,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1151,39,Female,Los Angeles,54300.0,2549.33,121.4,21,Haircare,0.3,15,21,0.0469,121.4,Moderate,4,3,2,432,9,Potential Loyalists,2329.42,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1152,28,Non-Binary,New York,22000.0,840.22,210.06,4,Skincare,0.34,8,39,0.0382,21.54,Moderate,4,1,1,411,6,Lost Customers,413.31,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1153,38,Female,London,114200.0,4418.85,169.96,26,Skincare,0.3,17,52,0.0387,84.98,Moderate,4,4,4,444,12,Champions,1630.6,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1154,39,Female,New York,89700.0,3859.89,120.62,32,Makeup,0.25,47,5,0.043,771.98,Moderate,2,4,4,244,10,Loyal Customers,14812.75,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1155,28,Female,Paris,26600.0,1541.74,171.3,9,Fragrance,0.23,18,38,0.058,40.57,Moderate,4,1,1,411,6,Lost Customers,778.46,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1156,56,Female,Paris,173500.0,6433.71,221.85,29,Haircare,0.48,46,6,0.0371,1072.29,High,2,4,5,245,11,Loyal Customers,20575.1,Platinum Tier 💎,0,VIP Cosmetics Enthusiasts ✨
LUM-1157,41,Female,Dubai,106900.0,4171.89,86.91,48,Haircare,0.33,4,13,0.039,320.91,Moderate,5,5,4,554,14,Champions,6157.62,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1158,22,Female,Los Angeles,108500.0,4608.1,184.32,25,Makeup,0.19,57,43,0.0425,107.17,Low,1,4,5,145,10,Loyal Customers,2056.38,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1159,43,Female,Paris,132800.0,4784.88,140.73,34,Makeup,0.36,10,35,0.036,136.71,High,4,5,5,455,14,Champions,2623.19,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1160,25,Female,New York,64700.0,2403.12,126.48,19,Skincare,0.41,10,30,0.0371,80.1,High,4,3,1,431,8,Lost Customers,1536.96,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1161,44,Female,Tokyo,89600.0,3357.11,145.96,23,Bath & Body,0.47,31,34,0.0375,98.74,High,3,3,3,333,9,Loyal Customers,1894.62,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1162,48,Female,Tokyo,38800.0,1854.8,142.68,13,Makeup,0.21,2,59,0.0478,31.44,Moderate,5,1,1,511,7,Lost Customers,603.27,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1163,26,Female,Dubai,63700.0,2322.48,232.25,10,Bath & Body,0.38,1,18,0.0365,129.03,High,5,1,1,511,7,Lost Customers,2475.83,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1164,46,Male,Milan,98500.0,4233.4,128.28,33,Makeup,0.15,10,11,0.043,384.85,Low,4,5,4,454,13,Champions,7384.5,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1165,40,Female,New York,26700.0,1157.21,192.87,6,Fragrance,0.14,27,13,0.0433,89.02,Low,3,1,1,311,5,Need Attention,1708.12,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1166,45,Female,New York,62700.0,2761.81,95.23,29,Fragrance,0.45,83,8,0.044,345.23,High,1,4,2,142,7,At Risk,6624.27,Gold Tier 🥇,2,Budget Conscious 💄
LUM-1167,56,Non-Binary,Paris,52500.0,2163.78,240.42,9,Skincare,0.25,65,51,0.0412,42.43,Moderate,1,1,1,111,3,Lost Customers,814.15,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1168,33,Female,Los Angeles,90000.0,3630.35,181.52,20,Skincare,0.12,23,29,0.0403,125.18,Low,3,3,3,333,9,Loyal Customers,2401.95,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1169,27,Female,New York,105100.0,3697.5,205.42,18,Bath & Body,0.2,1,14,0.0352,264.11,Moderate,5,2,3,523,10,Potential Loyalists,5067.74,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1170,26,Non-Binary,London,111000.0,4685.39,130.15,36,Makeup,0.12,26,24,0.0422,195.22,Low,3,5,5,355,13,Loyal Customers,3745.88,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1171,27,Female,Milan,120000.0,4411.55,152.12,29,Haircare,0.51,42,42,0.0368,105.04,High,2,4,4,244,10,Loyal Customers,2015.51,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1172,35,Female,Paris,133000.0,4835.13,117.93,41,Skincare,0.12,14,50,0.0364,96.7,Low,4,5,5,455,14,Champions,1855.48,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1173,39,Female,London,106300.0,4934.2,234.96,21,Haircare,0.57,4,39,0.0464,126.52,High,5,3,5,535,13,Loyal Customers,2427.67,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1174,39,Female,Dubai,151100.0,5954.79,160.94,37,Haircare,0.32,11,23,0.0394,258.9,Moderate,4,5,5,455,14,Champions,4967.77,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1175,45,Female,Tokyo,89200.0,3910.72,186.22,21,Makeup,0.26,51,35,0.0438,111.73,Moderate,2,3,4,234,9,Loyal Customers,2143.88,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1176,36,Female,Dubai,78900.0,3399.17,199.95,17,Bath & Body,0.18,15,19,0.0431,178.9,Low,4,2,3,423,9,Potential Loyalists,3432.73,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1177,51,Female,Tokyo,106300.0,4084.76,140.85,29,Makeup,0.21,58,58,0.0384,70.43,Moderate,1,4,4,144,9,Loyal Customers,1351.41,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1178,33,Female,Dubai,77400.0,2816.95,201.21,14,Skincare,0.35,13,31,0.0364,90.87,High,4,1,2,412,7,Potential Loyalists,1743.61,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1179,65,Non-Binary,New York,149800.0,5653.35,194.94,29,Haircare,0.27,6,55,0.0377,102.79,Moderate,5,4,5,545,14,Champions,1972.33,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1180,42,Male,London,124600.0,4567.55,198.59,23,Makeup,0.22,20,42,0.0367,108.75,Moderate,3,3,5,335,11,Loyal Customers,2086.69,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1181,26,Female,Tokyo,111300.0,4120.07,164.8,25,Makeup,0.32,21,12,0.037,343.34,Moderate,3,4,4,344,11,Loyal Customers,6588.01,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1182,24,Female,Paris,89600.0,3161.04,143.68,22,Makeup,0.13,1,20,0.0353,158.05,Low,5,3,3,533,11,Loyal Customers,3032.66,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1183,41,Female,London,70700.0,3008.84,115.72,26,Skincare,0.32,4,49,0.0426,61.4,Moderate,5,4,2,542,11,Potential Loyalists,1178.14,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1184,33,Female,Paris,109500.0,4804.52,218.39,22,Bath & Body,0.24,7,54,0.0439,88.97,Moderate,5,3,5,535,13,Loyal Customers,1707.16,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1185,43,Female,London,45600.0,2263.44,188.62,12,Makeup,0.27,4,15,0.0496,150.9,Moderate,5,1,1,511,7,Lost Customers,2895.47,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1186,41,Female,London,138700.0,5322.76,156.55,34,Skincare,0.21,14,29,0.0384,183.54,Moderate,4,5,5,455,14,Champions,3521.77,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1187,35,Male,Dubai,78800.0,3245.83,249.68,13,Haircare,0.2,116,12,0.0412,270.49,Moderate,1,1,3,113,5,Lost Customers,5190.16,Gold Tier 🥇,2,Budget Conscious 💄
LUM-1188,26,Female,Tokyo,95700.0,2935.17,88.94,33,Fragrance,0.08,24,34,0.0307,86.33,Low,3,5,2,352,10,Potential Loyalists,1656.5,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1189,19,Female,Tokyo,53200.0,2234.85,223.48,10,Skincare,0.46,34,43,0.042,51.97,High,2,1,1,211,4,Lost Customers,997.2,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1190,31,Female,Los Angeles,110300.0,3932.5,245.78,16,Fragrance,0.53,15,47,0.0357,83.67,High,4,2,4,424,10,Potential Loyalists,1605.46,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1191,45,Female,London,69100.0,2958.82,227.6,13,Makeup,0.19,13,5,0.0428,591.76,Low,4,1,2,412,7,Potential Loyalists,11354.69,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1192,38,Male,New York,107700.0,4191.51,220.61,19,Makeup,0.17,1,24,0.0389,174.65,Low,5,3,4,534,12,Loyal Customers,3351.18,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1193,22,Male,New York,111500.0,4141.71,142.82,29,Skincare,0.2,24,29,0.0371,142.82,Moderate,3,4,4,344,11,Loyal Customers,2740.43,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1194,37,Male,Paris,62300.0,2714.07,118.0,23,Fragrance,0.42,23,57,0.0436,47.62,High,3,3,2,332,8,Potential Loyalists,913.73,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1195,40,Female,Paris,45700.0,2130.48,213.05,10,Makeup,0.21,6,5,0.0466,426.1,Moderate,5,1,1,511,7,Lost Customers,8176.01,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1196,26,Female,Dubai,138600.0,5806.59,131.97,44,Haircare,0.25,50,35,0.0419,165.9,Moderate,2,5,5,255,12,Loyal Customers,3183.29,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1197,37,Female,London,78300.0,3446.43,111.18,31,Bath & Body,0.34,23,4,0.044,861.61,Moderate,3,4,3,343,10,Loyal Customers,16532.57,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1198,36,Female,Paris,92900.0,3816.59,212.03,18,Bath & Body,0.21,14,13,0.0411,293.58,Moderate,4,2,4,424,10,Potential Loyalists,5633.21,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1199,23,Female,Paris,102000.0,3785.75,135.21,28,Makeup,0.37,5,48,0.0371,78.87,High,5,4,3,543,12,Loyal Customers,1513.36,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1200,39,Male,Milan,41100.0,1616.47,230.92,7,Fragrance,0.28,28,12,0.0393,134.71,Moderate,3,1,1,311,5,Need Attention,2584.82,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1201,42,Female,London,101200.0,4221.65,222.19,19,Makeup,0.25,48,41,0.0417,102.97,Moderate,2,3,4,234,9,Loyal Customers,1975.79,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1202,47,Female,Dubai,88500.0,3537.48,221.09,16,Fragrance,0.26,11,57,0.04,62.06,Moderate,4,2,3,423,9,Potential Loyalists,1190.81,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1203,47,Female,Paris,62500.0,2762.31,212.49,13,Haircare,0.17,8,35,0.0442,78.92,Low,4,1,2,412,7,Potential Loyalists,1514.32,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1204,20,Female,Dubai,44500.0,2350.9,235.09,10,Fragrance,0.38,25,9,0.0528,261.21,High,3,1,1,311,5,Need Attention,5012.1,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1205,25,Female,Tokyo,106200.0,3763.06,221.36,17,Makeup,0.19,5,17,0.0354,221.36,Low,5,2,3,523,10,Potential Loyalists,4247.46,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1206,41,Non-Binary,Dubai,124500.0,5276.61,181.95,29,Haircare,0.15,38,28,0.0424,188.45,Low,2,4,5,245,11,Loyal Customers,3615.98,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1207,41,Male,New York,91300.0,3986.31,128.59,31,Skincare,0.07,32,13,0.0437,306.64,Low,2,4,4,244,10,Loyal Customers,5883.81,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1208,41,Non-Binary,New York,34800.0,1101.67,220.33,5,Bath & Body,0.17,3,40,0.0317,27.54,Low,5,1,1,511,7,Lost Customers,528.44,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1209,70,Female,Dubai,48000.0,2885.93,221.99,13,Makeup,0.06,1,29,0.0601,99.51,Low,5,1,2,512,8,Potential Loyalists,1909.4,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1210,42,Female,New York,69900.0,3042.91,160.15,19,Makeup,0.17,33,56,0.0435,54.34,Low,2,3,2,232,7,At Risk,1042.68,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1211,48,Female,Tokyo,139800.0,5249.44,109.36,48,Makeup,0.35,12,41,0.0375,128.04,High,4,5,5,455,14,Champions,2456.83,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1212,46,Female,London,76400.0,3329.72,184.98,18,Haircare,0.14,3,9,0.0436,369.97,Low,5,2,3,523,10,Potential Loyalists,7098.98,Gold Tier 🥇,3,At-Risk Customers ⚠️
LUM-1213,43,Male,New York,68600.0,2607.76,89.92,29,Skincare,0.3,49,3,0.038,869.25,Moderate,2,4,2,242,8,At Risk,16679.17,Platinum Tier 💎,1,Frequent Buyers 🛍️
LUM-1214,32,Female,New York,26400.0,1587.84,226.83,7,Fragrance,0.37,13,12,0.0601,132.32,High,4,1,1,411,6,Lost Customers,2538.96,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1215,44,Female,Dubai,62000.0,2431.95,243.2,10,Skincare,0.26,21,23,0.0392,105.74,Moderate,3,1,2,312,6,Potential Loyalists,2028.94,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1216,27,Female,Tokyo,41800.0,2569.11,111.7,23,Haircare,0.37,9,17,0.0615,151.12,High,4,3,2,432,9,Potential Loyalists,2899.69,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1217,33,Female,Los Angeles,49900.0,2264.53,188.71,12,Makeup,0.76,34,32,0.0454,70.77,High,2,1,1,211,4,Lost Customers,1357.93,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1218,30,Male,Los Angeles,89200.0,3816.95,95.42,40,Bath & Body,0.45,12,32,0.0428,119.28,High,4,5,4,454,13,Champions,2288.74,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1219,36,Female,Los Angeles,71000.0,2749.18,211.48,13,Makeup,0.49,120,10,0.0387,274.92,High,1,1,2,112,4,Lost Customers,5275.16,Gold Tier 🥇,2,Budget Conscious 💄
LUM-1220,61,Female,Los Angeles,144500.0,5802.45,138.15,42,Fragrance,0.35,42,26,0.0402,223.17,High,2,5,5,255,12,Loyal Customers,4282.19,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1221,18,Female,London,122700.0,4790.73,199.61,24,Bath & Body,0.38,5,21,0.039,228.13,High,5,4,5,545,14,Champions,4377.36,Silver Tier 🥈,0,VIP Cosmetics Enthusiasts ✨
LUM-1222,43,Female,Dubai,63700.0,2305.94,144.12,16,Makeup,0.09,18,5,0.0362,461.19,Low,4,2,1,421,7,Lost Customers,8849.31,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1223,18,Male,Dubai,52900.0,2279.87,103.63,22,Bath & Body,0.24,17,57,0.0431,40.0,Moderate,4,3,1,431,8,Lost Customers,767.52,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1224,30,Male,Milan,133400.0,5748.33,147.39,39,Skincare,0.42,26,17,0.0431,338.14,High,3,5,5,355,13,Loyal Customers,6488.23,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1225,47,Non-Binary,Tokyo,143100.0,5766.19,120.13,48,Haircare,0.27,64,38,0.0403,151.74,Moderate,1,5,5,155,11,Loyal Customers,2911.59,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1226,36,Male,Los Angeles,22000.0,1156.31,192.72,6,Makeup,0.29,30,8,0.0526,144.54,Moderate,3,1,1,311,5,Need Attention,2773.43,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1227,24,Female,London,88300.0,3029.75,86.56,35,Fragrance,0.19,2,59,0.0343,51.35,Low,5,5,2,552,12,Potential Loyalists,985.3,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1228,28,Female,Tokyo,76200.0,2917.25,171.6,17,Skincare,0.18,37,44,0.0383,66.3,Low,2,2,2,222,6,At Risk,1272.16,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1229,43,Female,Los Angeles,107700.0,3847.56,226.33,17,Makeup,0.43,1,52,0.0357,73.99,High,5,2,4,524,11,Potential Loyalists,1419.72,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1230,27,Female,London,153000.0,5301.5,220.9,24,Skincare,0.15,52,50,0.0347,106.03,Low,2,4,5,245,11,Loyal Customers,2034.5,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1231,38,Male,Tokyo,68100.0,3119.18,222.8,14,Fragrance,0.75,38,20,0.0458,155.96,High,2,1,2,212,5,Lost Customers,2992.56,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1232,36,Female,Dubai,22000.0,1288.72,257.74,5,Makeup,0.08,12,40,0.0586,32.22,Low,4,1,1,411,6,Lost Customers,618.24,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1233,28,Male,Dubai,105300.0,4724.03,98.42,48,Fragrance,0.31,12,21,0.0449,224.95,Moderate,4,5,5,455,14,Champions,4316.34,Silver Tier 🥈,1,Frequent Buyers 🛍️
LUM-1234,59,Female,Paris,133600.0,4876.71,101.6,48,Bath & Body,0.2,56,51,0.0365,95.62,Moderate,1,5,5,155,11,Loyal Customers,1834.76,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1235,42,Female,New York,74400.0,3103.32,172.41,18,Fragrance,0.19,53,52,0.0417,59.68,Low,2,2,2,222,6,At Risk,1145.14,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1236,18,Female,Los Angeles,60300.0,2192.25,243.58,9,Bath & Body,0.31,15,32,0.0364,68.51,Moderate,4,1,1,411,6,Lost Customers,1314.57,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1237,38,Male,Milan,69700.0,2761.04,251.0,11,Makeup,0.35,12,15,0.0396,184.07,High,4,1,2,412,7,Potential Loyalists,3531.94,Silver Tier 🥈,3,At-Risk Customers ⚠️
LUM-1238,28,Female,Tokyo,114800.0,4451.37,92.74,48,Bath & Body,0.02,28,41,0.0388,108.57,Low,3,5,4,354,12,Loyal Customers,2083.24,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1239,45,Female,Milan,69100.0,2806.1,140.3,20,Makeup,0.26,1,54,0.0406,51.96,Moderate,5,3,2,532,10,Potential Loyalists,997.01,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1240,27,Female,Paris,96500.0,3893.56,114.52,34,Makeup,0.2,3,14,0.0403,278.11,Moderate,5,5,4,554,14,Champions,5336.37,Gold Tier 🥇,1,Frequent Buyers 🛍️
LUM-1241,34,Female,New York,86000.0,3801.48,211.19,18,Haircare,0.81,4,36,0.0442,105.6,High,5,2,4,524,11,Potential Loyalists,2026.25,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1242,41,Female,Tokyo,82400.0,3643.93,191.79,19,Makeup,0.26,7,14,0.0442,260.28,Moderate,5,3,3,533,11,Loyal Customers,4994.25,Gold Tier 🥇,0,VIP Cosmetics Enthusiasts ✨
LUM-1243,45,Male,London,109500.0,4101.7,100.04,41,Bath & Body,0.05,25,46,0.0375,89.17,Low,3,5,4,354,12,Loyal Customers,1710.99,Bronze Tier 🥉,1,Frequent Buyers 🛍️
LUM-1244,22,Female,Los Angeles,68200.0,2877.89,159.88,18,Haircare,0.36,170,26,0.0422,110.69,High,1,2,2,122,5,At Risk,2123.92,Bronze Tier 🥉,2,Budget Conscious 💄
LUM-1245,32,Female,New York,69900.0,3184.73,199.05,16,Haircare,0.55,37,6,0.0456,530.79,High,2,2,3,223,7,At Risk,10184.8,Platinum Tier 💎,3,At-Risk Customers ⚠️
LUM-1246,30,Female,Dubai,112900.0,4762.22,216.46,22,Makeup,0.37,2,38,0.0422,125.32,High,5,3,5,535,13,Loyal Customers,2404.64,Bronze Tier 🥉,0,VIP Cosmetics Enthusiasts ✨
LUM-1247,28,Female,Paris,50500.0,2069.15,82.77,25,Fragrance,0.02,26,52,0.041,39.79,Low,3,4,1,341,8,Lost Customers,763.49,Bronze Tier 🥉,3,At-Risk Customers ⚠️
LUM-1248,55,Female,New York,54200.0,2609.45,237.22,11,Fragrance,0.14,24,50,0.0481,52.19,Low,3,1,2,312,6,Potential Loyalists,1001.42,Bronze Tier 🥉,3,At-Risk Customers ⚠️
